group,country,year,value,type,perc,unit
G7 and partners,Canada,2016-01-01,12.7,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Canada,2017-01-01,13.2,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Canada,2018-01-01,13.4,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Canada,2019-01-01,12.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Canada,2020-01-01,11.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Canada,2021-01-01,13,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Canada,2022-01-01,12,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Canada,2023-01-01,12,Steel production,0.6,"tonnes (crude processing), million"
Anti-Western axis,China,1991-01-01,71,Steel production,9.6,"tonnes (crude processing), million"
Anti-Western axis,China,1992-01-01,80.9,Steel production,11.2,"tonnes (crude processing), million"
Anti-Western axis,China,1993-01-01,89.6,Steel production,12.3,"tonnes (crude processing), million"
Anti-Western axis,China,1994-01-01,92.6,Steel production,12.7,"tonnes (crude processing), million"
Anti-Western axis,China,1995-01-01,95.4,Steel production,12.7,"tonnes (crude processing), million"
Anti-Western axis,China,1996-01-01,101.2,Steel production,13.5,"tonnes (crude processing), million"
Anti-Western axis,China,1997-01-01,108.9,Steel production,13.7,"tonnes (crude processing), million"
Anti-Western axis,China,1998-01-01,114.6,Steel production,14.9,"tonnes (crude processing), million"
Anti-Western axis,China,1999-01-01,124,Steel production,15.8,"tonnes (crude processing), million"
Anti-Western axis,China,2000-01-01,127.2,Steel production,15,"tonnes (crude processing), million"
Anti-Western axis,China,2001-01-01,151.6,Steel production,17.8,"tonnes (crude processing), million"
Anti-Western axis,China,2002-01-01,182.4,Steel production,20.1,"tonnes (crude processing), million"
Anti-Western axis,China,2003-01-01,222.3,Steel production,22.8,"tonnes (crude processing), million"
Anti-Western axis,China,2004-01-01,282.9,Steel production,26.7,"tonnes (crude processing), million"
Anti-Western axis,China,2005-01-01,353.2,Steel production,31,"tonnes (crude processing), million"
Anti-Western axis,China,2006-01-01,419.1,Steel production,33.5,"tonnes (crude processing), million"
Anti-Western axis,China,2007-01-01,489.3,Steel production,36.2,"tonnes (crude processing), million"
Anti-Western axis,China,2008-01-01,503.1,Steel production,37.8,"tonnes (crude processing), million"
Anti-Western axis,China,2009-01-01,572.2,Steel production,46.5,"tonnes (crude processing), million"
Anti-Western axis,China,2010-01-01,637.2,Steel production,44.6,"tonnes (crude processing), million"
Anti-Western axis,China,2011-01-01,685.3,Steel production,45.1,"tonnes (crude processing), million"
Anti-Western axis,China,2012-01-01,723.9,Steel production,47.6,"tonnes (crude processing), million"
Anti-Western axis,China,2013-01-01,813.1,Steel production,50.2,"tonnes (crude processing), million"
Anti-Western axis,China,2014-01-01,822.3,Steel production,49.2,"tonnes (crude processing), million"
Anti-Western axis,China,2015-01-01,803.8,Steel production,49.9,"tonnes (crude processing), million"
Anti-Western axis,China,2016-01-01,807.6,Steel production,49.5,"tonnes (crude processing), million"
Anti-Western axis,China,2017-01-01,870.7,Steel production,50,"tonnes (crude processing), million"
Anti-Western axis,China,2018-01-01,929,Steel production,51,"tonnes (crude processing), million"
Anti-Western axis,China,2019-01-01,996.3,Steel production,53.3,"tonnes (crude processing), million"
Anti-Western axis,China,2020-01-01,1060,Steel production,59.2,"tonnes (crude processing), million"
Anti-Western axis,China,2021-01-01,1030,Steel production,52.8,"tonnes (crude processing), million"
Anti-Western axis,China,2022-01-01,1020,Steel production,54.3,"tonnes (crude processing), million"
Anti-Western axis,China,2023-01-01,1000,Steel production,52.6,"tonnes (crude processing), million"
G7 and partners,Croatia,1992-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1993-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1994-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1995-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1996-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1997-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1998-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,1999-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2000-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2001-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2002-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2003-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2004-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2005-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2006-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2007-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2008-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2009-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2010-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2011-01-01,0.2,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2012-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2013-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2014-01-01,0.2,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2015-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2016-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2017-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2018-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2019-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2020-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2021-01-01,0.2,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Croatia,2022-01-01,0.2,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Czechia,1992-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Czechia,1993-01-01,6.8,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Czechia,1994-01-01,7.1,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Czechia,1995-01-01,7.2,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Czechia,1996-01-01,6.5,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Czechia,1997-01-01,6.8,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Czechia,1998-01-01,6.5,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Czechia,1999-01-01,5.6,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2000-01-01,6.2,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2001-01-01,6.3,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2002-01-01,6.5,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2003-01-01,6.8,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2004-01-01,7,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Czechia,2005-01-01,6.2,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Czechia,2006-01-01,6.9,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Czechia,2007-01-01,7.1,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Czechia,2008-01-01,6.4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Czechia,2009-01-01,4.6,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Czechia,2010-01-01,5.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Czechia,2011-01-01,5.6,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Czechia,2012-01-01,5.1,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2013-01-01,5.2,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2014-01-01,5.4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2015-01-01,5.3,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2016-01-01,5.3,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2017-01-01,4.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2018-01-01,5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Czechia,2019-01-01,4.6,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Czechia,2020-01-01,2.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Czechia,2021-01-01,4.7,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Czechia,2022-01-01,4.2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Denmark,1991-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1992-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1993-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1994-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1995-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1996-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1997-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1998-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,1999-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,2000-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,2001-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Denmark,2002-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Estonia,1994-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Estonia,2008-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Estonia,2009-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Estonia,2010-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Finland,1991-01-01,2,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,1992-01-01,2,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,1993-01-01,3.3,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,1994-01-01,3.4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,1995-01-01,3.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,1996-01-01,3.3,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,1997-01-01,3.7,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,1998-01-01,4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,1999-01-01,4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,2000-01-01,4.1,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,2001-01-01,3.9,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,2002-01-01,4,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,2003-01-01,4.8,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,2004-01-01,4.8,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Finland,2005-01-01,4.7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,2006-01-01,5.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Finland,2007-01-01,4.4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,2008-01-01,4.4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,2009-01-01,3.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2010-01-01,4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,2011-01-01,4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,2012-01-01,3.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2013-01-01,3.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2014-01-01,3.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2015-01-01,4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2016-01-01,4.1,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Finland,2017-01-01,4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2018-01-01,4.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2019-01-01,3.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2020-01-01,3.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2021-01-01,4.3,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Finland,2022-01-01,3.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,France,1991-01-01,18.4,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,France,1992-01-01,18,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,France,1993-01-01,17.1,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,France,1994-01-01,18,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,France,1995-01-01,18.1,Steel production,2.4,"tonnes (crude processing), million"
G7 and partners,France,1996-01-01,17.6,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,France,1997-01-01,19.8,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,France,1998-01-01,20.1,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,France,1999-01-01,20.2,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,France,2000-01-01,20.7,Steel production,2.4,"tonnes (crude processing), million"
G7 and partners,France,2001-01-01,19.2,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,France,2002-01-01,20.3,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,France,2003-01-01,19.8,Steel production,2,"tonnes (crude processing), million"
G7 and partners,France,2004-01-01,20.8,Steel production,2,"tonnes (crude processing), million"
G7 and partners,France,2005-01-01,19.5,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,France,2006-01-01,19.9,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,France,2007-01-01,19.2,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,France,2008-01-01,17.9,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,France,2009-01-01,12.8,Steel production,1,"tonnes (crude processing), million"
G7 and partners,France,2010-01-01,15.4,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,France,2011-01-01,15.8,Steel production,1,"tonnes (crude processing), million"
G7 and partners,France,2012-01-01,15.6,Steel production,1,"tonnes (crude processing), million"
G7 and partners,France,2013-01-01,15.7,Steel production,1,"tonnes (crude processing), million"
G7 and partners,France,2014-01-01,16.1,Steel production,1,"tonnes (crude processing), million"
G7 and partners,France,2015-01-01,15,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,France,2016-01-01,14.4,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,France,2017-01-01,15.5,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,France,2018-01-01,15.4,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,France,2019-01-01,14.4,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,France,2020-01-01,11.6,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,France,2021-01-01,13.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,France,2022-01-01,12.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Germany,1991-01-01,42.2,Steel production,5.7,"tonnes (crude processing), million"
G7 and partners,Germany,1992-01-01,39.7,Steel production,5.5,"tonnes (crude processing), million"
G7 and partners,Germany,1993-01-01,37.6,Steel production,5.2,"tonnes (crude processing), million"
G7 and partners,Germany,1994-01-01,40.8,Steel production,5.6,"tonnes (crude processing), million"
G7 and partners,Germany,1995-01-01,42.1,Steel production,5.6,"tonnes (crude processing), million"
G7 and partners,Germany,1996-01-01,39.8,Steel production,5.3,"tonnes (crude processing), million"
G7 and partners,Germany,1997-01-01,45,Steel production,5.6,"tonnes (crude processing), million"
G7 and partners,Germany,1998-01-01,44,Steel production,5.7,"tonnes (crude processing), million"
G7 and partners,Germany,1999-01-01,42.1,Steel production,5.4,"tonnes (crude processing), million"
G7 and partners,Germany,2000-01-01,46.4,Steel production,5.5,"tonnes (crude processing), million"
G7 and partners,Germany,2001-01-01,44.8,Steel production,5.3,"tonnes (crude processing), million"
G7 and partners,Germany,2002-01-01,45,Steel production,5,"tonnes (crude processing), million"
G7 and partners,Germany,2003-01-01,44.8,Steel production,4.6,"tonnes (crude processing), million"
G7 and partners,Germany,2004-01-01,46.4,Steel production,4.4,"tonnes (crude processing), million"
G7 and partners,Germany,2005-01-01,44.5,Steel production,3.9,"tonnes (crude processing), million"
G7 and partners,Germany,2006-01-01,47.2,Steel production,3.8,"tonnes (crude processing), million"
G7 and partners,Germany,2007-01-01,48.5,Steel production,3.6,"tonnes (crude processing), million"
G7 and partners,Germany,2008-01-01,45.8,Steel production,3.4,"tonnes (crude processing), million"
G7 and partners,Germany,2009-01-01,32.7,Steel production,2.7,"tonnes (crude processing), million"
G7 and partners,Germany,2010-01-01,43.8,Steel production,3.1,"tonnes (crude processing), million"
G7 and partners,Germany,2011-01-01,44.3,Steel production,2.9,"tonnes (crude processing), million"
G7 and partners,Germany,2012-01-01,42.7,Steel production,2.8,"tonnes (crude processing), million"
G7 and partners,Germany,2013-01-01,42.6,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,Germany,2014-01-01,42.9,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,Germany,2015-01-01,42.7,Steel production,2.7,"tonnes (crude processing), million"
G7 and partners,Germany,2016-01-01,42.1,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,Germany,2017-01-01,43.3,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,Germany,2018-01-01,42.4,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,Germany,2019-01-01,39.7,Steel production,2.1,"tonnes (crude processing), million"
G7 and partners,Germany,2020-01-01,40,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,Germany,2021-01-01,40,Steel production,2.1,"tonnes (crude processing), million"
G7 and partners,Germany,2022-01-01,37,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Germany,2023-01-01,33,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Greece,1991-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1992-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1993-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1994-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1995-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1996-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1997-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1998-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,1999-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2000-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2001-01-01,1.3,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2002-01-01,1.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2003-01-01,1.7,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2004-01-01,2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2005-01-01,2.3,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2006-01-01,2.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2007-01-01,2.6,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2008-01-01,2.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2009-01-01,2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Greece,2010-01-01,1.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2011-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2012-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2013-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2014-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2015-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2016-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2017-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2018-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2019-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2020-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2021-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Greece,2022-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,1991-01-01,1.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Hungary,1992-01-01,1.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,1993-01-01,1.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,1994-01-01,1.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Hungary,1995-01-01,1.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,1996-01-01,2.1,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Hungary,1997-01-01,1.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,1998-01-01,1.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Hungary,1999-01-01,1.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2000-01-01,2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2001-01-01,2.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2002-01-01,2.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2003-01-01,2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2004-01-01,1.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2005-01-01,2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2006-01-01,2.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2007-01-01,2.2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2008-01-01,2.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Hungary,2009-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2010-01-01,1.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2011-01-01,1.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2012-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2013-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2014-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2015-01-01,1.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2016-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2017-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2018-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2019-01-01,1.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2020-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2021-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Hungary,2022-01-01,0.9,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,Iran,1991-01-01,2.4,Steel production,0.3,"tonnes (crude processing), million"
Anti-Western axis,Iran,1992-01-01,3.1,Steel production,0.4,"tonnes (crude processing), million"
Anti-Western axis,Iran,1993-01-01,4.1,Steel production,0.6,"tonnes (crude processing), million"
Anti-Western axis,Iran,1994-01-01,4.7,Steel production,0.7,"tonnes (crude processing), million"
Anti-Western axis,Iran,1995-01-01,4.6,Steel production,0.6,"tonnes (crude processing), million"
Anti-Western axis,Iran,1996-01-01,5.9,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,1997-01-01,6.1,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,1998-01-01,5.6,Steel production,0.7,"tonnes (crude processing), million"
Anti-Western axis,Iran,1999-01-01,6.3,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2000-01-01,6.6,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2001-01-01,6.9,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2002-01-01,7.5,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2003-01-01,8,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2004-01-01,8.7,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2005-01-01,9.4,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2006-01-01,9.8,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2007-01-01,10.1,Steel production,0.7,"tonnes (crude processing), million"
Anti-Western axis,Iran,2008-01-01,10,Steel production,0.7,"tonnes (crude processing), million"
Anti-Western axis,Iran,2009-01-01,10.9,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,Iran,2010-01-01,12,Steel production,0.8,"tonnes (crude processing), million"
Anti-Western axis,Iran,2011-01-01,14,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,Iran,2012-01-01,14.4,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,Iran,2013-01-01,15.6,Steel production,1,"tonnes (crude processing), million"
Anti-Western axis,Iran,2014-01-01,16.3,Steel production,1,"tonnes (crude processing), million"
Anti-Western axis,Iran,2015-01-01,14.5,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,Iran,2016-01-01,15.1,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,Iran,2017-01-01,18.1,Steel production,1,"tonnes (crude processing), million"
Anti-Western axis,Iran,2018-01-01,19.3,Steel production,1.1,"tonnes (crude processing), million"
Anti-Western axis,Iran,2019-01-01,20.9,Steel production,1.1,"tonnes (crude processing), million"
Anti-Western axis,Iran,2020-01-01,29,Steel production,1.6,"tonnes (crude processing), million"
Anti-Western axis,Iran,2021-01-01,28,Steel production,1.4,"tonnes (crude processing), million"
Anti-Western axis,Iran,2022-01-01,30,Steel production,1.6,"tonnes (crude processing), million"
Anti-Western axis,Iran,2023-01-01,30,Steel production,1.6,"tonnes (crude processing), million"
